Wiki ID	Document	People	Places	PER BORN	PLACE BORN	Student ID
27630477	Chelsea Elizabeth Manning ( born Bradley Edward Manning , December 17 , 1987 ) is an American activist , whistleblower , politician , and former United States Army soldier . She was convicted by court-martial in July 2013 of violations of the Espionage Act and other offenses , after disclosing to WikiLeaks nearly 750,000 classified , or unclassified but sensitive , military and diplomatic documents , and was imprisoned between 2010 and 2017 . Manning is a trans woman who , in a statement the day after sentencing , said she had a female gender identity since childhood , wanted to be known as Chelsea , and desired to begin hormone replacement therapy . Assigned in 2009 to an Army unit in Iraq as an intelligence analyst , Manning had access to classified databases .	Chelsea Elizabeth Manning; Bradley Edward Manning	Iraq			
16634	Konrad Hermann Joseph Adenauer ( ; 5 January 1876 – 19 April 1967 ) was a German statesman who served as the first Chancellor of the Federal Republic of Germany ( West Germany ) from 1949 to 1963 . He switched focus from denazification to recovery and led his country from the ruins of World War II to a productive and prosperous nation that forged close relations with France , the United Kingdom and the United States . During his years in power , West Germany achieved democracy , stability , international respect and economic prosperity ( `` Wirtschaftswunder '' , German for `` economic miracle '' ) . He was the first leader of the Christian Democratic Union ( CDU ) , a Christian Democratic party that under his leadership became one of the most influential parties in the country .	Joseph Adenauer; Konrad Hermann	the United Kingdom; France; the Federal Republic of Germany; West Germany; West Germany; the United States			
21501511	Adam Mitchel Lambert ( born January 29 , 1982 ) is an American singer , songwriter and actor . Since 2009 , he has sold over 3 million albums and 5 million singles worldwide . Lambert rose to fame in 2009 after finishing as runner-up on the eighth season of `` American Idol . '' Later that year , he released his debut album , `` For Your Entertainment '' , which debuted at number three on the U.S. `` Billboard '' 200 .	Adam Mitchel Lambert; Lambert	U.S.			
939583	Amy Jade Winehouse ( 14 September 1983 – 23 July 2011 ) was an English singer and songwriter . She was known for her deep , expressive contralto vocals and her eclectic mix of musical genres , including soul ( sometimes labelled as blue-eyed soul and neo soul ) , rhythm and blues , and jazz . Winehouse has been described as `` the pre-eminent vocal talent of her generation '' and `` the last real individualist around . '' Winehouse 's debut album , `` Frank '' ( 2003 ) , was a critical success in the UK and was nominated for the Mercury Prize .	Amy Jade Winehouse; Frank	UK			
44642	James Strom Thurmond Sr. ( December 5 , 1902 – June 26 , 2003 ) was an American politician who served for 48 years as a United States Senator from South Carolina . He ran for president in 1948 as the States Rights Democratic Party candidate , receiving 2.4 % of the popular vote and 39 electoral votes . Thurmond represented South Carolina in the United States Senate from 1954 until 2003 , at first as a Democrat and , after 1964 , as a Republican . A magnet for controversy during his nearly half-century Senate career , Thurmond switched parties because of his support for the conservatism of the Republican presidential candidate Senator Barry Goldwater .	Barry Goldwater; James Strom Thurmond Sr.; Thurmond; Thurmond	South Carolina; the United States; South Carolina; a United States			
23278520	Boris Nikolayevich Yeltsin ( ; 1 February 1931 – 23 April 2007 ) was a Soviet and Russian politician and the first President of the Russian Federation , serving from 1991 to 1999 . Originally a supporter of Mikhail Gorbachev , Yeltsin emerged under the perestroika reforms as one of Gorbachev 's most powerful political opponents . During the late 1980s , Yeltsin had been a candidate member of the Politburo , and in late 1987 tendered a letter of resignation in protest . No one had resigned from the Politburo before .	Gorbachev; Boris Nikolayevich Yeltsin; Yeltsin; Yeltsin; Mikhail Gorbachev	the Russian Federation			
161133	Karl Rudolf Gerd von Rundstedt ( 12 December 1875 – 24 February 1953 ) was a Field Marshal in the Wehrmacht of Nazi Germany during World War II . Born into a Prussian family with a long military tradition , Rundstedt entered the Prussian Army in 1892 . During World War I , he served mainly as a staff officer . In the inter-war years , he continued his military career , reaching the rank of Colonel General ( `` Generaloberst '' ) before retiring in 1938 .	Karl Rudolf Gerd von Rundstedt	Germany			
21490963	Chester Alan Arthur ( October 5 , 1829 – November 18 , 1886 ) was an American attorney and politician who served as the 21st President of the United States from 1881 to 1885 ; he succeeded James A. Garfield upon the latter 's assassination . Arthur was born in Fairfield , Vermont , grew up in upstate New York , and practiced law in New York City . He served as quartermaster general of the New York Militia during the American Civil War . Following the war , he devoted more time to Republican politics and quickly rose in New York Senator Roscoe Conkling 's political machine .	Arthur; Chester Alan Arthur; Roscoe Conkling 's; James A. Garfield	Fairfield; Vermont; New York City; New York Militia; the United States; New York; New York			
24855223	The Battle of Hat Dich ( 3 December 1968 − 19 February 1969 ) was a series of military actions fought between an allied contingent , including the 1st Australian Task Force ( 1 ATF ) and the North Vietnamese Army and Viet Cong during the Vietnam War . Under the codename Operation Goodwood , two battalions from 1 ATF deployed away from their base in Phuoc Tuy Province , operating against suspected North Vietnamese and Viet Cong bases in the Hat Dich area , in western Phuoc Tuy , south-eastern Bien Hoa and south-western Long Khanh Provinces as part of a large allied sweep known as Operation Toan Thang II . The Australians and New Zealanders conducted sustained patrolling throughout the Hat Dich and extensively ambushed tracks and river systems in the Rung Sat Special Zone , occupying a series of fire support bases as operations expanded . Meanwhile , American , South Vietnamese and Thai forces also operated in direct support of the Australians as part of the division-sized action .	Viet Cong; Viet Cong; Long Khanh Provinces; Phuoc Tuy; Bien Hoa	Phuoc Tuy Province			
7907317	Mahmoud Ahmadinejad ( , born Mahmoud Sabbaghian ( ) on 28 October 1956 ) is an Iranian politician who was the sixth President of Iran from 2005 to 2013 . He was also the main political leader of the Alliance of Builders of Islamic Iran , a coalition of conservative political groups in the country . An engineer and teacher from a poor background , ideologically shaped by thinkers such as Navvab Safavi , Jalal Al-e-Ahmad and Ahmad Fardid , Ahmadinejad joined the Office for Strengthening Unity after the Iranian Revolution . Appointed a provincial governor , he was removed after the election of President Mohammad Khatami and returned to teaching .	Jalal Al-e-Ahmad; Ahmad Fardid; Mohammad Khatami; Navvab Safavi; Ahmadinejad; Mahmoud Ahmadinejad; Mahmoud Sabbaghian	Iran			
5043505	John Bruce `` Jack '' Thompson ( born July 25 , 1951 ) is an American activist and disbarred attorney , based in Coral Gables , Florida . Thompson is known for his role as an anti-video-game activist , particularly against violence and sex in video games . During his time as an attorney , Thompson focused his legal efforts against what he perceives as obscenity in modern culture . This included rap music , broadcasts by shock jock Howard Stern , the content of computer and video games and their alleged effects on children .	Thompson; John Bruce; Jack; Howard Stern	Florida			
15912	Sir John Alexander Macdonald ( 11 January 1815 – 6 June 1891 ) was the first Prime Minister of Canada ( 1867–1873 , 1878–1891 ) . The dominant figure of Canadian Confederation , he had a political career which spanned almost half a century . Macdonald was born in Scotland ; when he was a boy his family immigrated to Kingston in the Province of Upper Canada ( today in eastern Ontario ) . As a lawyer he was involved in several high-profile cases and quickly became prominent in Kingston , which elected him in 1844 to the legislature of the Province of Canada .	Macdonald; John Alexander Macdonald	the Province of Canada; Ontario; Kingston; Canada; the Province of Upper Canada; Scotland			
55186653	Bruiser # 32Y ( born March 2 , 2011 ) is the Professional Bull Riders ( PBR ) World Champion Bull for 2016 and 2017 . He is one of only a few bucking bulls to win the title back-to-back . He is also the 2017 Professional Rodeo Cowboy Association ( PRCA ) Bucking Bull of the Year . Bruiser and Bodacious are the only bulls to win both titles and do it in the same year : Bruiser did it in 2017 and Bodacious in 1995 .	Bucking Bull of the Year	Bruiser and Bodacious; Bodacious			
9516	Erwin Rommel ( 15 November 1891 – 14 October 1944 ) was a German general and military theorist . Popularly known as the Desert Fox , he served as field marshal in the Wehrmacht of Nazi Germany during World War II . Rommel was a highly decorated officer in World War I and was awarded the `` Pour le Mérite '' for his actions on the Italian Front . In 1937 he published his classic book on military tactics , `` Infantry Attacks '' , drawing on his experiences from World War I .	Wehrmacht; Erwin Rommel; Rommel	Germany			
250701	Wesley Kanne Clark , Sr. ( born December 23 , 1944 ) is a retired General of the United States Army . He graduated as valedictorian of the class of 1966 at West Point and was awarded a Rhodes Scholarship to the University of Oxford , where he obtained a degree in Philosophy , Politics and Economics . He later graduated from the Command and General Staff College with a master 's degree in military science . He spent 34 years in the U.S. Army , receiving many military decorations , several honorary knighthoods , and the Presidential Medal of Freedom .	Wesley Kanne Clark	Sr.; Philosophy; West Point			
43671127	Emmanuel Jean-Michel Frédéric Macron ( ; born 21 December 1977 ) is a French politician serving as President of France since 14 May 2017 . He previously was Minister of the Economy , Industry and Digital Affairs from 2014 to 2016 . Macron was born in Amiens and studied philosophy at Paris Nanterre University , completed a Master 's of Public Affairs at Sciences Po and graduated from the École nationale d'administration ( ENA ) in 2004 . He worked as a senior civil servant at the Inspectorate General of Finances and later became an investment banker at Rothschild & Cie Banque .	Emmanuel Jean-Michel; Frédéric Macron	Amiens; France; École			
21131695	Robert Francis `` Bobby '' Kennedy ( November 20 , 1925 – June 6 , 1968 ) was an American politician and lawyer who served as the 64th United States Attorney General from January 1961 to September 1964 , and as a U.S . Senator from New York from January 1965 until his assassination in June 1968 . Kennedy , like his brothers John and Edward , was a prominent member of the Democratic Party and has come to be viewed by some historians as an icon of modern American liberalism . Kennedy was born in Brookline , Massachusetts , the seventh child of Joseph P. Kennedy Sr. and Rose Kennedy .	Robert Francis; Kennedy; Joseph P. Kennedy Sr.; Kennedy; Edward; Rose Kennedy; Kennedy; Bobby; John	U.S; New York; Massachusetts; Brookline; United States			
5422144	Taylor Alison Swift ( born December 13 , 1989 ) is an American singer-songwriter . One of the world 's leading contemporary recording artists , she is known for narrative songs about her personal life , which have received widespread media coverage . Born and raised in Pennsylvania , Swift moved to Nashville , Tennessee at the age of 14 to pursue a career in country music . She signed with the label Big Machine Records and became the youngest artist ever signed by the ATV Music publishing house .	Taylor Alison Swift	Tennessee; Pennsylvania; Nashville			
38965	Cary Grant ( born Archibald Alec Leach ; January 18 , 1904November 29 , 1986 ) was an English-American actor , known as one of classic Hollywood 's definitive leading men . He began a career in Hollywood in the early 1930s , and became known for his transatlantic accent , debonair demeanor , light-hearted approach to acting , and sense of comic timing . He became an American citizen in 1942 . Born in Horfield , Bristol , Grant became attracted to theatre at a young age , and began performing with a troupe known as `` The Penders '' from the age of six .	Bristol; Archibald Alec Leach; Grant; Cary Grant	Hollywood; Horfield; Hollywood			
1944587	James Michael 'Jimmy ' Anderson , ( born 30 July 1982 ) is an English international cricketer who plays for Lancashire and England . Widely regarded as one of the greatest fast bowlers of his generation , Anderson is the all-time leading wicket-taker among fast bowlers and holds the record of most wickets for England in both Test and One Day International ( ODI ) cricket . He is the only English bowler , and the 6th overall , to pass 500 Test wickets . Anderson plays first-class cricket for Lancashire and since arriving on the international scene in 2002/03 ( before his first full season of County cricket ) has represented England in over 140 Test matches and nearly 200 One Day Internationals .	Anderson; James Michael '; Anderson	England; England; England			
205137	Ian Douglas Smith ( 8 April 1919 – 20 November 2007 ) was a politician , farmer , and fighter pilot who served as Prime Minister of Rhodesia ( or Southern Rhodesia ; today Zimbabwe ) from 1964 to 1979 . As the country 's first premier that was not born abroad , he led the predominantly white government that unilaterally declared independence from the United Kingdom in 1965 , following prolonged dispute over the terms . He remained Prime Minister for almost all of the fourteen years of international isolation that followed , and oversaw Rhodesia 's security forces during most of the Bush War , which pitted the unrecognised administration against communist-backed black nationalist guerrilla groups . Smith , who has been described as personifying white Rhodesia , remains a highly controversial figure—supporters venerate him as a man of integrity and vision `` who understood the uncomfortable truths of Africa '' , while critics describe an unrepentant racist whose policies and actions caused the deaths of thousands and contributed to Zimbabwe 's later crises .	Ian Douglas Smith	Rhodesia; Zimbabwe; the United Kingdom; Zimbabwe; Rhodesia; Rhodesia			
5792809	Angelina Jolie ( ; born Angelina Jolie Voight , June 4 , 1975 ) is an American actress , filmmaker , and humanitarian . She has received an Academy Award , two Screen Actors Guild Awards , and three Golden Globe Awards , and has been cited as Hollywood 's highest-paid actress . Jolie made her screen debut as a child alongside her father , Jon Voight , in `` Lookin ' to Get Out '' ( 1982 ) . Her film career began in earnest a decade later with the low-budget production `` Cyborg 2 '' ( 1993 ) , followed by her first leading role in a major film , `` Hackers '' ( 1995 ) .	Angelina Jolie Voight; Jolie; Jon Voight; Lookin; Angelina Jolie	Hollywood			
102739	George Armstrong Custer ( December 5 , 1839 – June 25 , 1876 ) was a United States Army officer and cavalry commander in the American Civil War and the American Indian Wars . Raised in Michigan and Ohio , Custer was admitted to West Point in 1857 , where he graduated last in his class in 1861 . With the outbreak of the Civil War , Custer was called to serve with the Union Army . Custer developed a strong reputation during the Civil War .	George Armstrong Custer	West Point; Ohio; Michigan			
3307429	Dejan Savićević ( , ; born 15 September 1966 ) is a Montenegrin former football player who played as an attacking midfielder . Since 2004 he has been the president of the Montenegrin Football Association ( FSCG ) . After beginning his career with Budućnost Titograd , Savićević moved to Red Star Belgrade , and was a part of the team that won the 1990–91 European Cup , before joining Italian club A.C. Milan in 1992 . With Milan , he won three Serie A titles and the 1993–94 UEFA Champions League , among other trophies .	Montenegrin; Dejan Savićević	Milan			
772173	Maria Yuryevna Sharapova ( ; born April 19 , 1987 ) is a Russian professional tennis player . A United States resident since 1994 , Sharapova has competed on the WTA tour since 2001 . She has been ranked world No . 1 in singles by the WTA on five separate occasions , for a total of 21 weeks .	Maria Yuryevna Sharapova	United States			
10797395	Count János Esterházy ( ; rarely ; March 14 , 1901 – March 8 , 1957 ) was a prominent ethnic Hungarian politician in mid-war Czechoslovakia and later in the First Slovak Republic . He was a member of the Czechoslovak Parliament and of the Slovak Assembly . After the Second World War , he was illegally deported to the Soviet Union , sentenced on trumped-up charges at a show trial , and imprisoned . In the meantime he was sentenced , in absentia , to death by the National Court in Bratislava on the charges of High Treason to the State , collaboration with enemy , the breaking-up of Czechoslovakia , and his participation in an anti-democratic regime as a deputy of the Slovak Assembly .	High Treason; János Esterházy	the Soviet Union; Czechoslovakia; Bratislava; Czechoslovakia			
20396	Michael Schumacher ( ; ; born 3 January 1969 ) is a retired German racing driver who raced in Formula One for Jordan Grand Prix , Benetton and Ferrari , where he spent the majority of his career , as well as for Mercedes upon his return to the sport . Widely regarded as one of the greatest Formula One drivers ever , and regarded by some as the greatest of all time , Schumacher is the only driver in history to win seven Formula One World Championships , five of which he won consecutively . The most successful driver in the history of the sport , Schumacher holds the records for the most World Championship titles ( 7 ) , the most Grand Prix wins ( 91 ) , the most fastest laps ( 77 ) and the most races won in a single season ( 13 ) , and according to the official Formula One website ( Formula1.com ) , Schumacher was `` statistically the greatest driver the sport has ever seen '' at the time of his retirement from the sport . After success in karting as a child , Schumacher won titles in Formula König and Formula Three before joining Mercedes in the World Sportscar Championship .	Schumacher; Formula One; Schumacher; Schumacher; Formula König; Michael Schumacher; Formula Three; Schumacher; Ferrari	Benetton			
18247133	George Galloway ( born 16 August 1954 ) is a British politician , broadcaster and writer . Between 1987 and 2015 , with a gap in 2010–12 , he represented four constituencies as a Member of Parliament , elected as a candidate for the Labour Party and later the Respect Party . After becoming the youngest ever Chairman of the Scottish Labour Party in 1981 , he became General Secretary of the London-based charity War on Want in 1983 , remaining in the post until elected as MP for Glasgow Hillhead ( later Glasgow Kelvin ) at the 1987 general election . In 2003 , Galloway was expelled from the Labour Party , having been found guilty by the party 's national constitutional committee of four of the five charges of bringing the party into disrepute , including having called on Arabs to fight British troops .	Galloway; Glasgow Kelvin; George Galloway	London			
42558	Nikita Sergeyevich Khrushchev ( 15 April 1894 – 11 September 1971 ) was a Soviet statesman who led the Soviet Union during part of the Cold War as the First Secretary of the Communist Party of the Soviet Union from 1953 to 1964 , and as Chairman of the Council of Ministers , or Premier , from 1958 to 1964 . Khrushchev was responsible for the de-Stalinization of the Soviet Union , for backing the progress of the early Soviet space program , and for several relatively liberal reforms in areas of domestic policy . Khrushchev 's party colleagues removed him from power in 1964 , replacing him with Leonid Brezhnev as First Secretary and Alexei Kosygin as Premier . Khrushchev was born in 1894 in the village of Kalinovka , which is close to the present-day border between Russia and Ukraine .	Leonid Brezhnev; Alexei Kosygin; Nikita Sergeyevich Khrushchev; Khrushchev	Russia; the Soviet Union; Ukraine; the Soviet Union; the Soviet Union			
234282	Magnus Hirschfeld ( 14 May 1868 – 14 May 1935 ) was a German Jewish physician and sexologist educated primarily in Germany ; he based his practice in Berlin-Charlottenburg . An outspoken advocate for sexual minorities , Hirschfeld founded the Scientific-Humanitarian Committee . Historian Dustin Goltz characterized this group as having carried out `` the first advocacy for homosexual and transgender rights '' . Early life .	Magnus Hirschfeld; Hirschfeld; Historian Dustin Goltz	Germany; Berlin			
28363481	Johann Mickl ( 18 April 1893 – 10 April 1945 ) was an Austrian-born `` Generalleutnant '' and division commander in the German Army during World War II , and was one of only 882 recipients of the Knight 's Cross of the Iron Cross with Oak Leaves . He was commissioned shortly before the outbreak of World War I , and served with Austro-Hungarian forces on the Eastern and Italian Fronts as company commander in the Imperial-Royal Mountain Troops . During World War I he was decorated several times for bravery and leadership , and was wounded on four occasions , finishing the war as an `` Oberleutnant '' . Immediately after the war , Mikl served in the `` Volkswehr '' militia which was formed to resist the incorporation of his home town of Radkersburg into the newly created Kingdom of Serbs , Croats and Slovenes .	Johann Mickl; Mikl	Austro; Volkswehr; Kingdom of; Slovenes			
192008	Marie Joseph Louis Adolphe Thiers ( ; 15 April 17973 September 1877 ) was a French statesman and historian . He was the second elected President of France , and the first President of the French Third Republic . Thiers was a key figure in the July Revolution of 1830 , which overthrew the Bourbon monarchy , and the French Revolution of 1848 , which established the Second French Republic . He served as a prime minister in 1836 , 1840 and 1848 , dedicated the Arc de Triomphe , and arranged the return to France of the ashes of Napoleon from Saint-Helena .	Marie Joseph Louis Adolphe Thiers	France; France			
5847204	Christopher James Christie ( born September 6 , 1962 ) is an American politician , former federal prosecutor , and political commentator who served as the 55th Governor of New Jersey from 2010 to 2018 . During his governorship , he chaired the Opioid and Drug Abuse Commission in 2017 . Christie became an ABC News contributor in 2018 after leaving office . Christie was born in Newark and raised in Livingston .	Christopher James Christie	New Jersey; Newark; Livingston			
1738398	John Brian Statham , CBE ( 17 June 1930 – 10 June 2000 ) was an English professional cricketer from Gorton , in Manchester , who played for Lancashire from 1950 to 1968 and for England from 1951 to 1965 . As an England player , he took part in nine overseas tours from 1950–51 to 1962–63 . He specialised as a right arm fast bowler and was noted for the consistent accuracy of his length and direction . Statham is perhaps best remembered for the fast bowling partnerships he formed at international level with , first , Frank Tyson and then , more famously , with Fred Trueman .	John Brian Statham; Fred Trueman; Frank Tyson	England; Manchester; Gorton; Statham; England			
51879	Gamal Abdel Nasser Hussein ( ; , ; 15 January 1918 – 28 September 1970 ) was the second President of Egypt , serving from 1956 until his death in 1970 . Nasser led the 1952 overthrow of the monarchy and introduced far-reaching land reforms the following year . Following a 1954 attempt on his life by a Muslim Brotherhood member , he cracked down on the organization , put President Muhammad Naguib under house arrest and assumed executive office , officially becoming president in June 1956 . Nasser 's popularity in Egypt and the Arab world skyrocketed after his nationalization of the Suez Canal and his political victory in the subsequent Suez Crisis .	Muhammad Naguib; Nasser; Nasser; Gamal Abdel Nasser Hussein	Egypt; Egypt			
22413	Oliver Cromwell ( 25 April 15993 September 1658 ) was an English military and political leader . He served as Lord Protector of the Commonwealth of England , Scotland , and Ireland from 1653 until his death , acting simultaneously as head of state and head of government of the new republic . Cromwell was born into the middle gentry to a family descended from the sister of King Henry VIII 's minister Thomas Cromwell . Little is known of the first 40 years of his life , as only four of his personal letters survive along with a summary of a speech that he delivered in 1628 .	Henry VIII; Oliver Cromwell; Cromwell; Thomas Cromwell	Ireland; Scotland			
89141	John Cabell Breckinridge ( January 16 , 1821 – May 17 , 1875 ) was an American lawyer , politician , and soldier . He represented Kentucky in both houses of Congress and became the 14th and youngest-ever Vice President of the United States , serving from 1857 to 1861 . He was a member of the Democratic party . He served in the U.S. Senate during the outbreak of the American Civil War , but was expelled after joining the Confederate Army .	John Cabell Breckinridge	the United States; Kentucky			
10410626	John Adams ( October 30 [ O.S . October 19 ] 1735 – July 4 , 1826 ) was one of the Founding Fathers of the United States , who served as the first Vice President ( 1789–1797 ) and as the second President of the United States ( 1797–1801 ) . He was a notable lawyer , diplomat , and leader of American independence from Great Britain . Adams was a dedicated diarist , and correspondent with his wife and advisor Abigail , and recorded important historical information on the era .	Abigail; Adams; John Adams	the United States; the United States; Great Britain			
232530	Geraldine Anne `` Gerry '' Ferraro ( August 26 , 1935 March 26 , 2011 ) was an American attorney and Democratic Party politician who served in the United States House of Representatives . In 1984 , she was the first female vice presidential candidate representing a major American political party . Ferraro grew up in New York City and worked as a public school teacher before training as a lawyer . She joined the Queens County District Attorney 's Office in 1974 , heading the new Special Victims Bureau that dealt with sex crimes , child abuse , and domestic violence .	Geraldine Anne	the United States; Queens County District Attorney 's; New York City			
305487	Michael Francis Foley Sr. ( born June 7 , 1965 ) is an American author , actor and former professional wrestler and color commentator currently signed to WWE . Foley has worked for many wrestling promotions , including the World Wrestling Federation ( WWF , now WWE ) , World Championship Wrestling ( WCW ) , Extreme Championship Wrestling ( ECW ) , Total Nonstop Action Wrestling ( TNA ) , National Wrestling Alliance ( NWA ) and Global Wrestling Federation ( GWF ) , as well as numerous promotions in Japan . Foley is widely regarded as one of the greatest wrestlers in the history of WWE , where he participated in the main event of WrestleManias XV and 2000 – as a special guest referee in the former . Foley was inducted into the WWE Hall of Fame class of 2013 .	Foley; Foley; Extreme Championship; Michael Francis Foley Sr.; Foley	Japan			
25433	Ronald Wilson Reagan ( ; February 6 , 1911June 5 , 2004 ) was an American politician and actor who served as the 40th President of the United States from 1981 to 1989 . Prior to the presidency , he was a Hollywood actor and trade union leader before serving as the 33rd Governor of California from 1967 to 1975 . Reagan was raised in a poor family in small towns of northern Illinois . He graduated from Eureka College in 1932 and worked as a sports announcer on several regional radio stations .	Reagan; Ronald Wilson Reagan	California; Illinois; the United States; Hollywood			
196063	Ida Minerva Tarbell ( November 5 , 1857 – January 6 , 1944 ) was an American writer , investigative journalist , biographer and lecturer . She was one of the leading muckrakers of the progressive era of the late 19th and early 20th centuries and pioneered investigative journalism . Born in Pennsylvania at the onset of the oil boom , Tarbell is best known for her 1904 book , `` The History of the Standard Oil Company . '' The book was published as a series of articles in `` McClure 's Magazine '' from 1902 to 1904 .	Ida Minerva Tarbell; Tarbell	Pennsylvania			
1761928	Herbert Sutcliffe ( 24 November 1894 – 22 January 1978 ) was an English professional cricketer who represented Yorkshire and England as an opening batsman . Apart from one match in 1945 , his first-class career spanned the period between the two world wars . His first-class debut was delayed by the First World War until 1919 and his career was effectively terminated in August 1939 when he was called up for military service in the imminent Second World War . He was the first cricketer to score 16 centuries in Test match cricket .	Yorkshire; Herbert Sutcliffe	England			
265778	Peter Gary Tatchell ( born 25 January 1952 ) is a British human rights campaigner , originally from Australia , best known for his work with LGBT social movements . Tatchell was selected as the Labour Party 's parliamentary candidate for Bermondsey in 1981 . He was then denounced by party leader Michael Foot for allegedly supporting extra-parliamentary action against the Thatcher government . Labour subsequently allowed him to stand in the Bermondsey by-election in February 1983 .	Michael Foot; Peter Gary Tatchell; Thatcher; Tatchell	Australia			
87585	David John Cawdell Irving ( born 24 March 1938 ) is an English author and Holocaust denier who has written on the military and political history of World War II , with a focus on Nazi Germany . His works include `` The Destruction of Dresden '' ( 1963 ) , `` Hitler 's War '' ( 1977 ) , `` Churchill 's War '' ( 1987 ) and `` Goebbels : Mastermind of the Third Reich '' ( 1996 ) . In his works , he argued that Adolf Hitler did not know of the extermination of Jews or , if he did , opposed it . Though Irving 's revisionist views of World War II were never taken seriously by mainstream historians , he was once recognised for his knowledge of Nazi Germany and his ability to unearth new historical documents .	David John Cawdell; Adolf Hitler; Irving	Germany; Germany			
17888	Leon Trotsky ( ; born Lev Davidovich Bronstein ; – 21 August 1940 ) was a Russian revolutionary , Marxist theorist , and Soviet politician whose particular strain of Marxist thought is known as Trotskyism . Initially supporting the Menshevik Internationalists faction within the Russian Social Democratic Labour Party , he joined the Bolsheviks ( `` majority '' ) just before the 1917 October Revolution , immediately becoming a leader within the Communist Party . He would go on to become one of the seven members of the first Politburo , founded in 1917 to manage the Bolshevik Revolution . During the early days of the Russian Soviet Federative Socialist Republic ( RSFSR ) and the Soviet Union , he served first as People 's Commissar for Foreign Affairs and later as the founder and commander of the Red Army , with the title of People 's Commissar of Military and Naval Affairs .	Lev Davidovich Bronstein; Leon Trotsky	the Soviet Union; the Russian Social			
157456	Edward `` Ned '' Kelly ( December 1854 – 11 November 1880 ) was an Australian bushranger , outlaw , gang leader and convicted police murderer . One of the last bushrangers , and by far the most famous , he is best known for wearing a suit of bulletproof armour during his final shootout with the police . Kelly was born in the British colony of Victoria as the third of eight children to Irish parents . His father , a transported convict , died shortly after serving a six-month prison sentence , leaving Kelly , then aged 12 , as the eldest male of the household .	Kelly; Kelly	Victoria			
1089261	Freddie Welsh ( born Frederick Hall Thomas , 5 March 1886 – 29 July 1927 ) was a Welsh World lightweight boxing champion . Born in Pontypridd , Wales , he was nicknamed the `` Welsh Wizard '' . Brought up in a tough mining community , Welsh left a working-class background to make a name for himself in America . He turned a professional boxer in Philadelphia in 1905 , and spent the best part of his career fighting in the United States .	Frederick Hall Thomas; Wales; Welsh	America; Philadelphia; the United States; Pontypridd			
307962	Edmund Sixtus Muskie ( March 28 , 1914March 26 , 1996 ) was an American statesman and political leader who served as the 58th United States Secretary of State under President Jimmy Carter , a United States Senator from Maine from 1959 to 1980 , the 64th Governor of Maine from 1955 to 1959 , a member of the Maine House of Representatives from 1946 to 1951 , and the Democratic Party 's candidate for Vice President of the United States in the 1968 election . Born in Rumford , Maine to Polish parents , Muskie graduated from Bates College in Lewiston , and Cornell University in Ithaca . He worked as a lawyer for two years before serving in the United States Naval Reserve from 1942 to 1945 during World War II . Upon his return , Muskie served in the Maine State Legislature from 1946 to 1951 against heavy Republican opposition .	Edmund Sixtus Muskie; Muskie; Jimmy Carter; Muskie	the United States; Lewiston; Maine; Maine; United States; United States; Rumford; the United States Naval Reserve; Maine			
18648723	Philibert Tsiranana ( 18 October 1912 – 16 April 1978 ) was a Malagasy politician and leader , who served as the first President of Madagascar from 1959 to 1972 . During the twelve years of his administration , the Republic of Madagascar experienced institutional stability that stood in contrast to the political turmoil many mainland African countries experienced in this period . This stability contributed to Tsiranana 's popularity and his reputation as a remarkable statesman . Madagascar experienced moderate economic growth under his moderately socialist policies and came to be known as `` the Happy Island .	Philibert Tsiranana	Madagascar; the Republic of Madagascar; Tsiranana			
154228	Peter Dennis Blandford Townshend ( born 19 May 1945 ) is an English musician , singer , songwriter , and multi-instrumentalist , best known as the lead guitarist , backing vocalist , and principal songwriter for the rock band the Who . His career with the Who spans over 50 years , during which time the band grew to be considered one of the most important and influential rock bands of the 20th century . Townshend is the main songwriter for the Who , having written well over 100 songs for the band 's 11 studio albums , including concept albums and the rock operas `` Tommy '' and `` Quadrophenia '' , plus popular rock radio staples such as `` Who 's Next '' , and dozens more that appeared as non-album singles , bonus tracks on reissues , and tracks on rarities compilations such as `` Odds & Sods '' ( 1974 ) . He has also written more than 100 songs that have appeared on his solo albums , as well as radio jingles and television theme songs .	Peter Dennis Blandford Townshend; Tommy	Quadrophenia			
12492865	Godfrey Mwakikagile ( born 4 October 1949 ) is a prominent Tanzanian scholar , writer and specialist in African studies . Mwakikagile came to prominence after he wrote `` Nyerere and Africa : End of an Era '' — a major biographical book on the life of Pan-Africanist and former Tanzanian President Julius Nyerere . The book is also about Africa 's early post-colonial years and the liberation wars in the countries of southern Africa in which Nyerere played a major role when he was president of Tanzania and chairman of the Fronltine states which spearheded the liberation struggle . Growing up in the 1950s , Mwakikagile experienced a form of apartheid and racial segregation in Tanganyika , what is now mainland Tanzania , and wrote extensively about it in some of his works , as he did about the political climate of Tanganyika during the colonial era .	Fronltine; Godfrey Mwakikagile; Julius Nyerere	Tanzania; Tanzania; Pan-Africanist			
